sample_no,date,lon,lat,position,collector,source,plant_cv,symptoms,family,order
693,2020-10-01T12:36:10Z,-84.3441349722222,30.409537,30.409537 -84.3441349722222,Austin N. Fife,./liriopogon/uninfected/ofv_seventh_survey_3.jpg,liriopogon,uninfected,nolinoideae,asparagales
694,2020-10-01T12:36:58Z,-84.344104,30.409558,30.409558 -84.344104,Austin N. Fife,./aspidistra_elatior/ofv/ofv_seventh_survey_4.jpg,aspidistra_elatior,ofv,nolinoideae,asparagales
695,2020-10-02T15:56:26Z,-84.344165,30.410039,30.410039 -84.344165,Austin N. Fife,./citrus/uninfected/ofv_citrus_survey_1.JPG,citrus,uninfected,rutaceae,sapindales
696,2020-10-02T15:57:08Z,-84.344018,30.409925,30.409925 -84.344018,Austin N. Fife,./citrus/uninfected/ofv_citrus_survey_2.JPG,citrus,uninfected,rutaceae,sapindales
697,2020-10-02T15:58:32Z,-84.3437639722222,30.4102829722222,30.4102829722222 -84.3437639722222,Austin N. Fife,./citrus/uninfected/ofv_citrus_survey_3.JPG,citrus,uninfected,rutaceae,sapindales
698,2020-10-02T16:00:14Z,-84.3433109722222,30.410323000000002,30.410323 -84.3433109722222,Austin N. Fife,./aspidistra_elatior/uninfected/ofv_eighth_survey_1.JPG,aspidistra_elatior,uninfected,nolinoideae,asparagales
699,2020-10-02T16:00:21Z,-84.3433109722222,30.410323000000002,30.410323 -84.3433109722222,Austin N. Fife,./aspidistra_elatior/ofv/ofv_eighth_survey_2.JPG,aspidistra_elatior,ofv,nolinoideae,asparagales
700,2020-10-02T16:00:25Z,-84.3433109722222,30.410323000000002,30.410323 -84.3433109722222,Austin N. Fife,./aspidistra_elatior/uninfected/ofv_eighth_survey_3.JPG,aspidistra_elatior,uninfected,nolinoideae,asparagales
701,2020-10-02T16:01:48Z,-84.3428009722222,30.4097989722222,30.4097989722222 -84.3428009722222,Austin N. Fife,./citrus/uninfected/ofv_citrus_survey_4.JPG,citrus,uninfected,rutaceae,sapindales
702,2020-10-02T16:03:09Z,-84.343153,30.4099,30.4099 -84.343153,Austin N. Fife,./citrus/uninfected/ofv_citrus_survey_5.JPG,citrus,uninfected,rutaceae,sapindales
703,2020-10-02T16:04:01Z,-84.3435929722222,30.409922,30.409922 -84.3435929722222,Austin N. Fife,./citrus/uninfected/ofv_citrus_survey_6.JPG,citrus,uninfected,rutaceae,sapindales
704,2020-10-02T16:04:07Z,-84.3435929722222,30.409922,30.409922 -84.3435929722222,Austin N. Fife,./citrus/uninfected/ofv_citrus_survey_7.JPG,citrus,uninfected,rutaceae,sapindales
705,2020-10-02T16:04:37Z,-84.343737,30.4099119722222,30.4099119722222 -84.343737,Austin N. Fife,./aspidistra_elatior/ofv/ofv_eighth_survey_4.JPG,aspidistra_elatior,ofv,nolinoideae,asparagales
706,2020-10-03T09:17:37Z,-84.3282489722222,30.502458,30.502458 -84.3282489722222,Austin N. Fife,./liriopogon/ofv/ofv_ninth_survey_1.JPG,liriopogon,ofv,nolinoideae,asparagales
707,2020-10-03T09:19:46Z,-84.328445,30.5024399722222,30.5024399722222 -84.328445,Austin N. Fife,./liriopogon/ofv/ofv_ninth_survey_2.JPG,liriopogon,ofv,nolinoideae,asparagales
708,2020-10-06T16:23:55Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_1.JPG,liriopogon,uninfected,nolinoideae,asparagales
709,2020-10-06T16:23:58Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_2.JPG,liriopogon,uninfected,nolinoideae,asparagales
710,2020-10-06T16:24:01Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_3.JPG,liriopogon,uninfected,nolinoideae,asparagales
711,2020-10-06T16:24:06Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_4.JPG,liriopogon,uninfected,nolinoideae,asparagales
712,2020-10-06T16:24:13Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_5.JPG,liriopogon,uninfected,nolinoideae,asparagales
713,2020-10-06T16:24:17Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_6.JPG,liriopogon,uninfected,nolinoideae,asparagales
714,2020-10-06T16:24:19Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_7.JPG,liriopogon,uninfected,nolinoideae,asparagales
715,2020-10-06T16:24:24Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_8.JPG,liriopogon,uninfected,nolinoideae,asparagales
716,2020-10-06T16:24:28Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_9.JPG,liriopogon,uninfected,nolinoideae,asparagales
717,2020-10-06T16:24:37Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_10.JPG,liriopogon,uninfected,nolinoideae,asparagales
718,2020-10-06T16:24:41Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_11.JPG,liriopogon,uninfected,nolinoideae,asparagales
719,2020-10-06T16:24:47Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_12.JPG,liriopogon,uninfected,nolinoideae,asparagales
720,2020-10-06T16:24:53Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_13.JPG,liriopogon,uninfected,nolinoideae,asparagales
721,2020-10-06T16:24:58Z,-84.2138419722222,30.461171,30.461171 -84.2138419722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_14.JPG,liriopogon,uninfected,nolinoideae,asparagales
722,2020-10-06T16:25:03Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_15.JPG,liriopogon,uninfected,nolinoideae,asparagales
723,2020-10-06T16:25:12Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_16.JPG,liriopogon,uninfected,nolinoideae,asparagales
724,2020-10-06T16:25:20Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_17.JPG,liriopogon,uninfected,nolinoideae,asparagales
725,2020-10-06T16:25:26Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_18.JPG,liriopogon,uninfected,nolinoideae,asparagales
726,2020-10-06T16:25:30Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_19.JPG,liriopogon,uninfected,nolinoideae,asparagales
727,2020-10-06T16:25:35Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_20.JPG,liriopogon,uninfected,nolinoideae,asparagales
728,2020-10-06T16:25:41Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_21.JPG,liriopogon,uninfected,nolinoideae,asparagales
729,2020-10-06T16:25:47Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_22.JPG,liriopogon,uninfected,nolinoideae,asparagales
730,2020-10-06T16:25:52Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_23.JPG,liriopogon,uninfected,nolinoideae,asparagales
731,2020-10-06T16:25:58Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_24.JPG,liriopogon,uninfected,nolinoideae,asparagales
732,2020-10-06T16:26:05Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_25.JPG,liriopogon,uninfected,nolinoideae,asparagales
733,2020-10-06T16:26:09Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_26.JPG,liriopogon,uninfected,nolinoideae,asparagales
734,2020-10-06T16:26:13Z,-84.213879,30.461392,30.461392 -84.213879,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_27.JPG,liriopogon,uninfected,nolinoideae,asparagales
735,2020-10-06T16:26:19Z,-84.2138139722222,30.461666,30.461666 -84.2138139722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_28.JPG,liriopogon,uninfected,nolinoideae,asparagales
736,2020-10-06T16:26:25Z,-84.2138139722222,30.461666,30.461666 -84.2138139722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_29.JPG,liriopogon,uninfected,nolinoideae,asparagales
737,2020-10-06T16:26:28Z,-84.2138139722222,30.461666,30.461666 -84.2138139722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_30.JPG,liriopogon,uninfected,nolinoideae,asparagales
738,2020-10-06T16:26:33Z,-84.2138139722222,30.461666,30.461666 -84.2138139722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_31.JPG,liriopogon,uninfected,nolinoideae,asparagales
739,2020-10-06T16:26:38Z,-84.2138139722222,30.461666,30.461666 -84.2138139722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_32.JPG,liriopogon,uninfected,nolinoideae,asparagales
740,2020-10-06T16:26:43Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_33.JPG,liriopogon,uninfected,nolinoideae,asparagales
741,2020-10-06T16:26:47Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_34.JPG,liriopogon,uninfected,nolinoideae,asparagales
742,2020-10-06T16:26:50Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_35.JPG,liriopogon,uninfected,nolinoideae,asparagales
743,2020-10-06T16:26:54Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_36.JPG,liriopogon,uninfected,nolinoideae,asparagales
744,2020-10-06T16:26:58Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_37.JPG,liriopogon,uninfected,nolinoideae,asparagales
745,2020-10-06T16:27:02Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_38.JPG,liriopogon,uninfected,nolinoideae,asparagales
746,2020-10-06T16:27:05Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_39.JPG,liriopogon,uninfected,nolinoideae,asparagales
747,2020-10-06T16:27:08Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_40.JPG,liriopogon,uninfected,nolinoideae,asparagales
748,2020-10-06T16:27:12Z,-84.2138329722222,30.4618299722222,30.4618299722222 -84.2138329722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_41.JPG,liriopogon,uninfected,nolinoideae,asparagales
749,2020-10-06T16:57:32Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_42.JPG,liriopogon,uninfected,nolinoideae,asparagales
750,2020-10-06T16:57:35Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_43.JPG,liriopogon,uninfected,nolinoideae,asparagales
751,2020-10-06T16:57:40Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_44.JPG,liriopogon,uninfected,nolinoideae,asparagales
752,2020-10-06T16:57:43Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_45.JPG,liriopogon,uninfected,nolinoideae,asparagales
753,2020-10-06T16:57:47Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_46.JPG,liriopogon,uninfected,nolinoideae,asparagales
754,2020-10-06T16:57:53Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_47.JPG,liriopogon,uninfected,nolinoideae,asparagales
755,2020-10-06T16:57:57Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_48.JPG,liriopogon,uninfected,nolinoideae,asparagales
756,2020-10-06T16:58:04Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_49.JPG,liriopogon,uninfected,nolinoideae,asparagales
757,2020-10-06T16:58:10Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_50.JPG,liriopogon,uninfected,nolinoideae,asparagales
758,2020-10-06T16:58:17Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_51.JPG,liriopogon,uninfected,nolinoideae,asparagales
759,2020-10-06T16:58:21Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_52.JPG,liriopogon,uninfected,nolinoideae,asparagales
760,2020-10-06T16:58:25Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_53.JPG,liriopogon,uninfected,nolinoideae,asparagales
761,2020-10-06T16:58:29Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_54.JPG,liriopogon,uninfected,nolinoideae,asparagales
762,2020-10-06T16:58:35Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_55.JPG,liriopogon,uninfected,nolinoideae,asparagales
763,2020-10-06T16:58:39Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_56.JPG,liriopogon,uninfected,nolinoideae,asparagales
764,2020-10-06T16:58:44Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_57.JPG,liriopogon,uninfected,nolinoideae,asparagales
765,2020-10-06T16:58:50Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_58.JPG,liriopogon,uninfected,nolinoideae,asparagales
766,2020-10-06T16:58:54Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_59.JPG,liriopogon,uninfected,nolinoideae,asparagales
767,2020-10-06T16:58:57Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_60.JPG,liriopogon,uninfected,nolinoideae,asparagales
768,2020-10-06T16:59:00Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_61.JPG,liriopogon,uninfected,nolinoideae,asparagales
769,2020-10-06T16:59:05Z,-84.2242099722222,30.462544,30.462544 -84.2242099722222,Austin N. Fife,./liriopogon/uninfected/ofv_tenth_survey_62.JPG,liriopogon,uninfected,nolinoideae,asparagales
